epoch,dice_coef,iou,loss,precision_m,recall_m,val_dice_coef,val_iou,val_loss,val_precision_m,val_recall_m
0,0.08120004087686539,0.15007862448692322,1.150267243385315,0.2188037484884262,0.3174256682395935,0.14833632111549377,0.3260505795478821,0.9546146988868713,0.5963435173034668,0.47496870160102844
1,0.2720727324485779,0.3523147404193878,0.8103305101394653,0.4489888846874237,0.6236345767974854,0.3155464231967926,0.3367290794849396,0.739082396030426,0.8045787215232849,0.39923667907714844
2,0.4777584969997406,0.4330459237098694,0.5782973766326904,0.5862551927566528,0.6295314431190491,0.5000120401382446,0.4210011661052704,0.5539399981498718,0.7672537565231323,0.5191571712493896
